MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2000 to Oct 2025


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
,,13,14 Apr 2020,0.3271,0.3796,0.7701,1.0179
,,14,15 Apr 2020,0.3969,0.3757,0.7654,1.0142
,,15,16 Apr 2020,0.4392,0.3733,0.7609,1.0106
,,16,17 Apr 2020,0.3678,0.3729,0.7548,1.0059
,,17,20 Apr 2020,0.1952,0.3423,0.7222,0.9883
,,20,21 Apr 2020,0.1123,0.3294,0.7149,0.9821
,,21,22 Apr 2020,0.0550,0.3147,0.7040,0.9750
,,22,23 Apr 2020,0.0723,0.3005,0.6933,0.9677
,,23,24 Apr 2020,0.0704,0.2921,0.6829,0.9593
,,24,27 Apr 2020,0.0805,0.2772,0.6441,0.9333
,,27,28 Apr 2020,0.1393,0.2764,0.6318,0.9245
,,28,29 Apr 2020,0.1175,0.2750,0.6200,0.9156
,,29,30 Apr 2020,0.1516,0.2746,0.6098,0.9069
,,30,04 May 2020,0.0879,0.2548,0.5340,0.8733
,May,04,05 May 2020,0.0849,0.2494,0.5223,0.8679
,,05,06 May 2020,0.0708,0.2435,0.5107,0.8634
,,06,08 May 2020,0.0387,0.2241,0.4920,0.8565
,,08,11 May 2020,0.0388,0.1669,0.4650,0.8445
,,11,12 May 2020,0.0458,0.1480,0.4562,0.8410
,,12,13 May 2020,0.0500,0.1291,0.4481,0.8360
,,13,14 May 2020,0.0269,0.1191,0.4383,0.8312
,,14,15 May 2020,0.0207,0.1066,0.4267,0.8262
,,15,18 May 2020,0.0235,0.0755,0.3930,0.8084
,,18,19 May 2020,0.0152,0.0695,0.3806,0.8027
,,19,20 May 2020,0.0135,0.0635,0.3687,0.7968
,,20,21 May 2020,0.0150,0.0602,0.3619,0.7893
,,21,22 May 2020,0.0518,0.0601,0.3542,0.7811
,,22,26 May 2020,0.0429,0.0557,0.3185,0.7479
,,26,27 May 2020,0.0883,0.0560,0.3092,0.7400
,,27,28 May 2020,0.0838,0.0541,0.2996,0.7327
,,28,29 May 2020,0.0897,0.0532,0.2866,0.7253
,,29,01 Jun 2020,0.1246,0.0558,0.2707,0.7056
,Jun,01,02 Jun 2020,0.0545,0.0547,0.2576,0.6970
,,02,03 Jun 2020,0.0371,0.0531,0.2488,0.6888
,,03,04 Jun 2020,0.0286,0.0512,0.2424,0.6822
,,04,05 Jun 2020,0.0377,0.0496,0.2371,0.6761
,,05,08 Jun 2020,0.0369,0.0484,0.2179,0.6551
,,08,09 Jun 2020,0.0472,0.0487,0.2110,0.6482
,,09,10 Jun 2020,0.0378,0.0487,0.2037,0.6409
,,10,11 Jun 2020,0.0708,0.0497,0.1977,0.6339
,,11,12 Jun 2020,0.1004,0.0515,0.1945,0.6274
,,12,15 Jun 2020,0.1215,0.0601,0.1816,0.6113
,,15,16 Jun 2020,0.1139,0.0630,0.1773,0.6056
,,16,17 Jun 2020,0.1057,0.0657,0.1743,0.6025
,,17,18 Jun 2020,0.0650,0.0670,0.1687,0.6002
,,18,19 Jun 2020,0.0884,0.0694,0.1642,0.5992
,,19,22 Jun 2020,0.1049,0.0769,0.1516,0.5801
,,22,23 Jun 2020,0.1386,0.0800,0.1475,0.5730
,,23,24 Jun 2020,0.1507,0.0835,0.1455,0.5634
,,24,25 Jun 2020,0.0979,0.0853,0.1442,0.5534
,,25,26 Jun 2020,0.1942,0.0901,0.1439,0.5440
,,26,29 Jun 2020,0.1701,0.0981,0.1431,0.5262
,,29,30 Jun 2020,0.1538,0.0991,0.1430,0.5205
,,30,01 Jul 2020,0.1647,0.0996,0.1411,0.5111
,Jul,01,02 Jul 2020,0.1006,0.1011,0.1394,0.5042
,,02,03 Jul 2020,0.0668,0.1021,0.1375,0.4953
,,03,06 Jul 2020,0.0962,0.1083,0.1325,0.4766
,,06,07 Jul 2020,0.0461,0.1086,0.1304,0.4716
,,07,08 Jul 2020,0.0158,0.1079,0.1260,0.4660
,,08,09 Jul 2020,0.0178,0.1069,0.1195,0.4606
,,09,13 Jul 2020,0.0093,0.0971,0.0929,0.4356
,,13,14 Jul 2020,0.0165,0.0936,0.0895,0.4299
,,14,15 Jul 2020,0.0244,0.0904,0.0854,0.4255
,,15,16 Jul 2020,0.0178,0.0872,0.0808,0.4209
,,16,17 Jul 2020,0.0243,0.0845,0.0770,0.4160
,,17,20 Jul 2020,0.0205,0.0779,0.0712,0.3968
,,20,21 Jul 2020,0.0214,0.0751,0.0702,0.3926
,,21,22 Jul 2020,0.0290,0.0726,0.0700,0.3870
,,22,23 Jul 2020,0.0446,0.0695,0.0696,0.3815
,,23,24 Jul 2020,0.2409,0.0725,0.0715,0.3773
,,24,27 Jul 2020,0.2719,0.0843,0.0778,0.3610
,,27,28 Jul 2020,0.2654,0.0874,0.0792,0.3556
,,28,29 Jul 2020,0.2681,0.0907,0.0809,0.3505
,,29,30 Jul 2020,0.1112,0.0893,0.0804,0.3452
,,30,03 Aug 2020,0.1015,0.0888,0.0811,0.3127
,Aug,03,04 Aug 2020,0.1313,0.0899,0.0816,0.3054
,,04,05 Aug 2020,0.0920,0.0898,0.0817,0.2996
,,05,06 Aug 2020,0.0362,0.0878,0.0813,0.2937
,,06,07 Aug 2020,0.0480,0.0879,0.0814,0.2886
,,07,11 Aug 2020,0.1567,0.1064,0.0865,0.2737
,,11,12 Aug 2020,0.0836,0.1088,0.0869,0.2696
,,12,13 Aug 2020,0.0857,0.1113,0.0873,0.2658
,,13,14 Aug 2020,0.0806,0.1134,0.0879,0.2612
,,14,17 Aug 2020,0.1091,0.1218,0.0907,0.2455
,,17,18 Aug 2020,0.1038,0.1245,0.0916,0.2407
,,18,19 Aug 2020,0.1335,0.1281,0.0929,0.2352
,,19,20 Aug 2020,0.1317,0.1317,0.0942,0.2300
,,20,21 Aug 2020,0.0672,0.1332,0.0947,0.2269
,,21,24 Aug 2020,0.0552,0.1284,0.0950,0.2155
,,24,25 Aug 2020,0.0608,0.1216,0.0952,0.2107
,,25,26 Aug 2020,0.0503,0.1144,0.0953,0.2057
,,26,27 Aug 2020,0.0410,0.1070,0.0948,0.2008
,,27,28 Aug 2020,0.0959,0.1015,0.0949,0.1961
,,28,31 Aug 2020,0.1919,0.1046,0.0975,0.1903
,,31,01 Sep 2020,0.2128,0.1082,0.0985,0.1846
,Sep,01,02 Sep 2020,0.1274,0.1090,0.0992,0.1785
,,02,03 Sep 2020,0.0850,0.1085,0.0998,0.1743
,,03,04 Sep 2020,0.0660,0.1064,0.1002,0.1713
,,04,07 Sep 2020,0.0760,0.1080,0.1014,0.1632
,,07,08 Sep 2020,0.0506,0.1046,0.1016,0.1598
,,08,09 Sep 2020,0.0401,0.1008,0.1015,0.1563
,,09,10 Sep 2020,0.0759,0.0982,0.1019,0.1528
,,10,11 Sep 2020,0.0836,0.0959,0.1021,0.1499
,,11,14 Sep 2020,0.1588,0.1032,0.1035,0.1447
,,14,15 Sep 2020,0.0814,0.1023,0.1031,0.1424
,,15,16 Sep 2020,0.0477,0.1003,0.1024,0.1398
,,16,17 Sep 2020,0.0581,0.0987,0.1018,0.1381
,,17,18 Sep 2020,0.0298,0.0963,0.1015,0.1351
,,18,21 Sep 2020,0.1386,0.0990,0.1027,0.1294
,,21,22 Sep 2020,0.1586,0.1023,0.1033,0.1275
,,22,23 Sep 2020,0.0551,0.1023,0.1024,0.1250
,,23,24 Sep 2020,0.1391,0.1050,0.1023,0.1239
,,24,25 Sep 2020,0.1323,0.1073,0.1027,0.1235
,,25,28 Sep 2020,0.1206,0.1129,0.1008,0.1219
,,28,29 Sep 2020,0.1522,0.1117,0.1006,0.1219
,,29,30 Sep 2020,0.0737,0.1079,0.0997,0.1214
,,30,01 Oct 2020,0.0786,0.1006,0.0988,0.1199
,Oct,01,02 Oct 2020,0.0472,0.0979,0.0982,0.1187
,,02,05 Oct 2020,0.0769,0.0980,0.0979,0.1160
,,05,06 Oct 2020,0.1439,0.1003,0.0984,0.1154
,,06,07 Oct 2020,0.1596,0.1031,0.0996,0.1149
,,07,08 Oct 2020,0.2015,0.1081,0.1017,0.1138
,,08,09 Oct 2020,0.0608,0.1088,0.1021,0.1108
,,09,12 Oct 2020,0.2147,0.1197,0.1088,0.1042
,,12,13 Oct 2020,0.1456,0.1192,0.1103,0.1017
,,13,14 Oct 2020,0.0985,0.1172,0.1112,0.1004
,,14,15 Oct 2020,0.1177,0.1184,0.1122,0.0989
,,15,16 Oct 2020,0.1689,0.1225,0.1139,0.0974
,,16,19 Oct 2020,0.1113,0.1260,0.1168,0.0951
,,19,20 Oct 2020,0.0837,0.1242,0.1175,0.0945
,,20,21 Oct 2020,0.1073,0.1232,0.1184,0.0945
,,21,22 Oct 2020,0.0555,0.1197,0.1187,0.0945
,,22,23 Oct 2020,0.1126,0.1216,0.1194,0.0947
,,23,26 Oct 2020,0.1214,0.1207,0.1149,0.0954
,,26,27 Oct 2020,0.1026,0.1201,0.1130,0.0955
,,27,28 Oct 2020,0.1207,0.1201,0.1114,0.0954
,,28,29 Oct 2020,0.1286,0.1193,0.1099,0.0955
,,29,30 Oct 2020,0.1247,0.1210,0.1101,0.0953
,,30,02 Nov 2020,0.3057,0.1427,0.1167,0.0989
,Nov,02,03 Nov 2020,0.1450,0.1449,0.1172,0.0992
,,03,04 Nov 2020,0.0948,0.1454,0.1168,0.0992
,,04,05 Nov 2020,0.0723,0.1453,0.1166,0.0991
,,05,06 Nov 2020,0.0484,0.1422,0.1167,0.0990
,,06,09 Nov 2020,0.0749,0.1358,0.1152,0.0996
,,09,10 Nov 2020,0.0993,0.1321,0.1146,0.0999
,,10,11 Nov 2020,0.0653,0.1273,0.1136,0.1001
,,11,12 Nov 2020,0.0902,0.1233,0.1137,0.1003
,,12,13 Nov 2020,0.0802,0.1212,0.1136,0.1005
,,13,16 Nov 2020,0.0915,0.1176,0.1134,0.1016
,,16,17 Nov 2020,0.1487,0.1188,0.1138,0.1023
,,17,18 Nov 2020,0.0970,0.1184,0.1137,0.1027
,,18,19 Nov 2020,0.0702,0.1170,0.1130,0.1030
,,19,20 Nov 2020,0.1071,0.1178,0.1128,0.1035
,,20,23 Nov 2020,0.0924,0.1178,0.1139,0.1044
,,23,24 Nov 2020,0.0708,0.1162,0.1140,0.1045
,,24,25 Nov 2020,0.1215,0.1162,0.1147,0.1050
,,25,26 Nov 2020,0.1104,0.1159,0.1153,0.1053
,,26,27 Nov 2020,0.1219,0.1165,0.1162,0.1055
,,27,30 Nov 2020,0.1870,0.1225,0.1171,0.1069
,,30,01 Dec 2020,0.1849,0.1124,0.1160,0.1072
,Dec,01,02 Dec 2020,0.1787,0.1081,0.1165,0.1079
,,02,03 Dec 2020,0.1773,0.1092,0.1176,0.1086
,,03,04 Dec 2020,0.1413,0.1108,0.1184,0.1092
,,04,07 Dec 2020,0.0685,0.1111,0.1181,0.1098
,,07,08 Dec 2020,0.1030,0.1120,0.1187,0.1101
,,08,09 Dec 2020,0.1078,0.1131,0.1195,0.1104
,,09,10 Dec 2020,0.0808,0.1125,0.1195,0.1107
,,10,11 Dec 2020,0.1015,0.1137,0.1197,0.1109
,,11,14 Dec 2020,0.0811,0.1131,0.1171,0.1103
,,14,15 Dec 2020,0.0945,0.1132,0.1173,0.1102
,,15,16 Dec 2020,0.0789,0.1128,0.1176,0.1100
,,16,17 Dec 2020,0.1219,0.1119,0.1183,0.1101
,,17,18 Dec 2020,0.1234,0.1128,0.1194,0.1104
,,18,21 Dec 2020,0.1382,0.1176,0.1193,0.1110
,,21,22 Dec 2020,0.1307,0.1189,0.1190,0.1112
,,22,23 Dec 2020,0.1513,0.1208,0.1201,0.1112
,,23,24 Dec 2020,0.1564,0.1237,0.1203,0.1113
,,24,28 Dec 2020,0.2342,0.1369,0.1252,0.1129
,,28,29 Dec 2020,0.1170,0.1346,0.1248,0.1126
,,29,30 Dec 2020,0.2152,0.1355,0.1263,0.1130
,,30,31 Dec 2020,0.3080,0.1411,0.1283,0.1140
,,31,04 Jan 2021,0.9380,0.2401,0.1661,0.1321


SORA Value Date,,,SORA Publication Date,SORA,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month
2021,Jan,04,05 Jan 2021,0.0901,0.2408,0.1662,0.1321
,,05,06 Jan 2021,0.1198,0.2425,0.1659,0.1322
,,06,07 Jan 2021,0.1296,0.2444,0.1656,0.1326
,,07,08 Jan 2021,0.1772,0.2468,0.1653,0.1335
,,08,11 Jan 2021,0.1950,0.2563,0.1664,0.1365
,,11,12 Jan 2021,0.2180,0.2608,0.1664,0.1376
,,12,13 Jan 2021,0.1366,0.2625,0.1663,0.1383
,,13,14 Jan 2021,0.1166,0.2637,0.1665,0.1389
,,14,15 Jan 2021,0.0954,0.2637,0.1663,0.1393
,,15,18 Jan 2021,0.1011,0.2630,0.1653,0.1406
,,18,19 Jan 2021,0.1652,0.2639,0.1659,0.1414
,,19,20 Jan 2021,0.1444,0.2641,0.1666,0.1420
,,20,21 Jan 2021,0.0991,0.2629,0.1665,0.1425
,,21,22 Jan 2021,0.1174,0.2624,0.1671,0.1429
,,22,25 Jan 2021,0.1422,0.2587,0.1679,0.1422
,,25,26 Jan 2021,0.1151,0.2549,0.1678,0.1414
,,26,27 Jan 2021,0.1375,0.2517,0.1682,0.1406
,,27,28 Jan 2021,0.1084,0.2477,0.1681,0.1398
,,28,29 Jan 2021,0.2762,0.2528,0.1697,0.1398
,,29,01 Feb 2021,0.2370,0.2286,0.1694,0.1420
,Feb,01,02 Feb 2021,0.2074,0.2050,0.1684,0.1426
,,02,03 Feb 2021,0.1499,0.1796,0.1684,0.1428
,,03,04 Feb 2021,0.0794,0.1519,0.1682,0.1425
,,04,05 Feb 2021,0.0742,0.1514,0.1683,0.1425
,,05,08 Feb 2021,0.0953,0.1469,0.1692,0.1427
,,08,09 Feb 2021,0.1133,0.1442,0.1696,0.1425
,,09,10 Feb 2021,0.1684,0.1434,0.1704,0.1425
,,10,11 Feb 2021,0.1984,0.1435,0.1718,0.1427
,,11,15 Feb 2021,0.3526,0.1707,0.1833,0.1485
,,15,16 Feb 2021,0.1975,0.1738,0.1845,0.1489
,,16,17 Feb 2021,0.1493,0.1754,0.1845,0.1492
,,17,18 Feb 2021,0.1093,0.1756,0.1846,0.1492
,,18,19 Feb 2021,0.0952,0.1734,0.1849,0.1490
,,19,22 Feb 2021,0.2915,0.1899,0.1912,0.1524
,,22,23 Feb 2021,0.2423,0.1932,0.1929,0.1534
,,23,24 Feb 2021,0.1800,0.1944,0.1940,0.1541
,,24,25 Feb 2021,0.1738,0.1954,0.1946,0.1547
,,25,26 Feb 2021,0.2477,0.1997,0.1961,0.1557
,,26,01 Mar 2021,0.2626,0.2052,0.1996,0.1576
,Mar,01,02 Mar 2021,0.1225,0.2021,0.1989,0.1575
,,02,03 Mar 2021,0.0673,0.1992,0.1977,0.1574
,,03,04 Mar 2021,0.0402,0.1978,0.1966,0.1573
,,04,05 Mar 2021,0.0881,0.1983,0.1968,0.1574
,,05,08 Mar 2021,0.1602,0.2052,0.1995,0.1589
,,08,09 Mar 2021,0.1800,0.2076,0.2003,0.1597
,,09,10 Mar 2021,0.1924,0.2085,0.2015,0.1603
,,10,11 Mar 2021,0.1407,0.2064,0.2020,0.1606
,,11,12 Mar 2021,0.3155,0.2051,0.2046,0.1615
,,12,15 Mar 2021,0.3893,0.2090,0.2147,0.1658
,,15,16 Mar 2021,0.3427,0.2142,0.2176,0.1674
,,16,17 Mar 2021,0.2377,0.2174,0.2189,0.1684
,,17,18 Mar 2021,0.2138,0.2211,0.2199,0.1694
,,18,19 Mar 2021,0.2602,0.2270,0.2213,0.1701
,,19,22 Mar 2021,0.1901,0.2161,0.2231,0.1708
,,22,23 Mar 2021,0.1392,0.2125,0.2230,0.1713
,,23,24 Mar 2021,0.2282,0.2142,0.2238,0.1718
,,24,25 Mar 2021,0.2232,0.2159,0.2236,0.1723
,,25,26 Mar 2021,0.2672,0.2166,0.2240,0.1731
,,26,29 Mar 2021,0.3997,0.2324,0.2308,0.1775
,,29,30 Mar 2021,0.2246,0.2322,0.2309,0.1784
,,30,31 Mar 2021,0.1754,0.2303,0.2295,0.1784
,,31,01 Apr 2021,0.2315,0.2293,0.2216,0.1792
,Apr,01,05 Apr 2021,0.0946,0.2313,0.1935,0.1798
,,05,06 Apr 2021,0.1315,0.2303,0.1937,0.1797
,,06,07 Apr 2021,0.0873,0.2280,0.1932,0.1793
,,07,08 Apr 2021,0.0507,0.2245,0.1918,0.1785
,,08,09 Apr 2021,0.0507,0.2203,0.1902,0.1784
,,09,12 Apr 2021,0.0635,0.2055,0.1855,0.1759
,,12,13 Apr 2021,0.0412,0.1943,0.1845,0.1753
,,13,14 Apr 2021,0.0679,0.1839,0.1839,0.1752
,,14,15 Apr 2021,0.0910,0.1743,0.1839,0.1750
,,15,16 Apr 2021,0.0610,0.1652,0.1834,0.1744
,,16,19 Apr 2021,0.1517,0.1569,0.1844,0.1751
,,19,20 Apr 2021,0.0657,0.1529,0.1835,0.1750
,,20,21 Apr 2021,0.1447,0.1514,0.1841,0.1752
,,21,22 Apr 2021,0.1091,0.1488,0.1840,0.1755
,,22,23 Apr 2021,0.1791,0.1501,0.1844,0.1759
,,23,26 Apr 2021,0.1937,0.1457,0.1864,0.1771
,,26,27 Apr 2021,0.0839,0.1355,0.1858,0.1769
,,27,28 Apr 2021,0.1885,0.1287,0.1867,0.1773
,,28,29 Apr 2021,0.1760,0.1215,0.1856,0.1776
,,29,30 Apr 2021,0.1850,0.1202,0.1850,0.1779
,,30,03 May 2021,0.2504,0.1294,0.1862,0.1772
,May,03,04 May 2021,0.1984,0.1328,0.1875,0.1778
,,04,05 May 2021,0.1561,0.1349,0.1884,0.1782
,,05,06 May 2021,0.1897,0.1368,0.1895,0.1790
,,06,07 May 2021,0.0815,0.1366,0.1893,0.1790
,,07,10 May 2021,0.2114,0.1523,0.1922,0.1812
,,10,11 May 2021,0.1767,0.1560,0.1920,0.1818
,,11,12 May 2021,0.1049,0.1574,0.1892,0.1819
,,12,14 May 2021,0.1544,0.1641,0.1847,0.1826
,,14,17 May 2021,0.1784,0.1718,0.1829,0.1837
,,17,18 May 2021,0.1715,0.1724,0.1836,0.1842
,,18,19 May 2021,0.1064,0.1709,0.1837,0.1844
,,19,20 May 2021,0.0635,0.1709,0.1812,0.1841
,,20,21 May 2021,0.0720,0.1684,0.1787,0.1840
,,21,24 May 2021,0.0670,0.1591,0.1729,0.1837
,,24,25 May 2021,0.1014,0.1560,0.1721,0.1836
,,25,27 May 2021,0.0841,0.1523,0.1683,0.1832
,,27,28 May 2021,0.1136,0.1499,0.1666,0.1828
,,28,31 May 2021,0.2438,0.1570,0.1691,0.1838
,,31,01 Jun 2021,0.1514,0.1538,0.1679,0.1836
,Jun,01,02 Jun 2021,0.1783,0.1514,0.1685,0.1836
,,02,03 Jun 2021,0.1617,0.1486,0.1695,0.1835
,,03,04 Jun 2021,0.0999,0.1454,0.1702,0.1833
,,04,07 Jun 2021,0.0772,0.1391,0.1683,0.1834
,,07,08 Jun 2021,0.0772,0.1348,0.1674,0.1833
,,08,09 Jun 2021,0.1203,0.1318,0.1667,0.1834
,,09,10 Jun 2021,0.0623,0.1270,0.1653,0.1833
,,10,11 Jun 2021,0.0619,0.1233,0.1644,0.1830
,,11,14 Jun 2021,0.1087,0.1205,0.1561,0.1835
,,14,15 Jun 2021,0.1070,0.1182,0.1530,0.1836
,,15,16 Jun 2021,0.0944,0.1155,0.1503,0.1836
,,16,17 Jun 2021,0.1069,0.1132,0.1489,0.1836
,,17,18 Jun 2021,0.1888,0.1137,0.1486,0.1839
,,18,21 Jun 2021,0.2384,0.1290,0.1494,0.1856
,,21,22 Jun 2021,0.1659,0.1322,0.1492,0.1858
,,22,23 Jun 2021,0.1492,0.1348,0.1493,0.1858
,,23,24 Jun 2021,0.1443,0.1373,0.1484,0.1857
,,24,25 Jun 2021,0.2042,0.1406,0.1482,0.1855
,,25,28 Jun 2021,0.1029,0.1415,0.1399,0.1834
,,28,29 Jun 2021,0.1065,0.1371,0.1367,0.1833
,,29,30 Jun 2021,0.0565,0.1310,0.1349,0.1824
,,30,01 Jul 2021,0.0665,0.1245,0.1326,0.1769
,Jul,01,02 Jul 2021,0.0609,0.1205,0.1323,0.1721
,,02,05 Jul 2021,0.1096,0.1202,0.1328,0.1630
,,05,06 Jul 2021,0.1163,0.1215,0.1326,0.1630
,,06,07 Jul 2021,0.0957,0.1221,0.1327,0.1628
,,07,08 Jul 2021,0.0938,0.1227,0.1332,0.1623
,,08,09 Jul 2021,0.1130,0.1224,0.1339,0.1619
,,09,12 Jul 2021,0.1433,0.1290,0.1365,0.1609
,,12,13 Jul 2021,0.0714,0.1278,0.1368,0.1605
,,13,14 Jul 2021,0.0675,0.1264,0.1368,0.1603
,,14,15 Jul 2021,0.0877,0.1257,0.1368,0.1602
,,15,16 Jul 2021,0.0879,0.1255,0.1371,0.1602
,,16,19 Jul 2021,0.0809,0.1158,0.1347,0.1595
,,19,21 Jul 2021,0.0918,0.1060,0.1344,0.1591
,,21,22 Jul 2021,0.1569,0.1057,0.1350,0.1594
,,22,23 Jul 2021,0.1912,0.1071,0.1351,0.1596
,,23,26 Jul 2021,0.0974,0.1018,0.1319,0.1590
,,26,27 Jul 2021,0.0814,0.1011,0.1319,0.1587
,,27,28 Jul 2021,0.1232,0.1018,0.1312,0.1588
,,28,29 Jul 2021,0.1232,0.1023,0.1306,0.1580
,,29,30 Jul 2021,0.1314,0.1048,0.1300,0.1574
,,30,02 Aug 2021,0.2749,0.1240,0.1321,0.1582
,Aug,02,03 Aug 2021,0.2260,0.1277,0.1319,0.1586
,,03,04 Aug 2021,0.1150,0.1279,0.1309,0.1588
,,04,05 Aug 2021,0.0830,0.1270,0.1302,0.1588
,,05,06 Aug 2021,0.0861,0.1261,0.1290,0.1588
,,06,10 Aug 2021,0.2318,0.1416,0.1313,0.1613
,,10,11 Aug 2021,0.0678,0.1391,0.1301,0.1606
,,11,12 Aug 2021,0.1028,0.1378,0.1301,0.1592
,,12,13 Aug 2021,0.1002,0.1388,0.1295,0.1578
,,13,16 Aug 2021,0.0983,0.1404,0.1272,0.1544
,,16,17 Aug 2021,0.0877,0.1407,0.1262,0.1541
,,17,18 Aug 2021,0.1209,0.1420,0.1256,0.1542
,,18,19 Aug 2021,0.0921,0.1423,0.1255,0.1541
,,19,20 Aug 2021,0.1033,0.1427,0.1259,0.1531
,,20,23 Aug 2021,0.1166,0.1398,0.1275,0.1505
,,23,24 Aug 2021,0.1066,0.1401,0.1279,0.1501
,,24,25 Aug 2021,0.1166,0.1407,0.1281,0.1498
,,25,26 Aug 2021,0.1106,0.1411,0.1284,0.1490
,,26,27 Aug 2021,0.1143,0.1422,0.1287,0.1482
,,27,30 Aug 2021,0.2281,0.1521,0.1296,0.1489
,,30,31 Aug 2021,0.2077,0.1499,0.1292,0.1492
,,31,01 Sep 2021,0.2215,0.1482,0.1300,0.1490
,Sep,01,02 Sep 2021,0.1921,0.1455,0.1301,0.1493
,,02,03 Sep 2021,0.1660,0.1436,0.1302,0.1499
,,03,06 Sep 2021,0.1520,0.1491,0.1324,0.1508
,,06,07 Sep 2021,0.1091,0.1452,0.1327,0.1505
,,07,08 Sep 2021,0.1838,0.1436,0.1339,0.1506
,,08,09 Sep 2021,0.1491,0.1409,0.1342,0.1505
,,09,10 Sep 2021,0.1052,0.1369,0.1346,0.1500
,,10,13 Sep 2021,0.0927,0.1371,0.1346,0.1469
,,13,14 Sep 2021,0.1059,0.1373,0.1346,0.1454
,,14,15 Sep 2021,0.0691,0.1364,0.1342,0.1436
,,15,16 Sep 2021,0.1184,0.1370,0.1344,0.1424
,,16,17 Sep 2021,0.1217,0.1381,0.1346,0.1418
,,17,20 Sep 2021,0.1375,0.1412,0.1319,0.1404
,,20,21 Sep 2021,0.1694,0.1429,0.1311,0.1403
,,21,22 Sep 2021,0.1420,0.1438,0.1308,0.1400
,,22,23 Sep 2021,0.1811,0.1459,0.1312,0.1403
,,23,24 Sep 2021,0.1160,0.1462,0.1309,0.1397
,,24,27 Sep 2021,0.1219,0.1469,0.1304,0.1368
,,27,28 Sep 2021,0.1136,0.1432,0.1305,0.1352
,,28,29 Sep 2021,0.0939,0.1389,0.1304,0.1336
,,29,30 Sep 2021,0.0770,0.1340,0.1306,0.1328
,,30,01 Oct 2021,0.0665,0.1264,0.1306,0.1316
,Oct,01,04 Oct 2021,0.0802,0.1174,0.1302,0.1314
,,04,05 Oct 2021,0.0514,0.1141,0.1295,0.1312
,,05,06 Oct 2021,0.0731,0.1114,0.1291,0.1309
,,06,07 Oct 2021,0.0611,0.1098,0.1287,0.1307
,,07,08 Oct 2021,0.1302,0.1081,0.1291,0.1311
,,08,11 Oct 2021,0.2065,0.1171,0.1315,0.1336
,,11,12 Oct 2021,0.2027,0.1208,0.1321,0.1343
,,12,13 Oct 2021,0.1676,0.1233,0.1332,0.1350
,,13,14 Oct 2021,0.1782,0.1257,0.1344,0.1356
,,14,15 Oct 2021,0.2286,0.1310,0.1359,0.1364
,,15,18 Oct 2021,0.3204,0.1505,0.1437,0.1396
,,18,19 Oct 2021,0.2243,0.1534,0.1452,0.1400
,,19,20 Oct 2021,0.3152,0.1593,0.1476,0.1414
,,20,21 Oct 2021,0.2600,0.1623,0.1495,0.1420
,,21,22 Oct 2021,0.1892,0.1639,0.1498,0.1425
,,22,25 Oct 2021,0.2247,0.1724,0.1530,0.1430
,,25,26 Oct 2021,0.2614,0.1771,0.1547,0.1434
,,26,27 Oct 2021,0.1743,0.1788,0.1557,0.1439
,,27,28 Oct 2021,0.0989,0.1783,0.1555,0.1434
,,28,29 Oct 2021,0.1414,0.1799,0.1557,0.1432
,,29,01 Nov 2021,0.2229,0.1910,0.1555,0.1437
,Nov,01,02 Nov 2021,0.1859,0.1944,0.1546,0.1434
,,02,03 Nov 2021,0.1453,0.1965,0.1537,0.1428
,,03,05 Nov 2021,0.1097,0.1994,0.1539,0.1421
,,05,08 Nov 2021,0.0764,0.1982,0.1504,0.1407
,,08,09 Nov 2021,0.0895,0.1945,0.1489,0.1400
,,09,10 Nov 2021,0.1139,0.1915,0.1476,0.1395
,,10,11 Nov 2021,0.1607,0.1900,0.1486,0.1394
,,11,12 Nov 2021,0.1597,0.1886,0.1492,0.1397
,,12,15 Nov 2021,0.1920,0.1887,0.1523,0.1402
,,15,16 Nov 2021,0.1681,0.1838,0.1530,0.1401
,,16,17 Nov 2021,0.2179,0.1804,0.1545,0.1403
,,17,18 Nov 2021,0.2460,0.1780,0.1558,0.1408
,,18,19 Nov 2021,0.1922,0.1770,0.1569,0.1412
,,19,22 Nov 2021,0.2522,0.1768,0.1615,0.1442
,,22,23 Nov 2021,0.0987,0.1727,0.1613,0.1444
,,23,24 Nov 2021,0.1422,0.1700,0.1617,0.1448
,,24,25 Nov 2021,0.1622,0.1680,0.1622,0.1451
,,25,26 Nov 2021,0.1391,0.1641,0.1625,0.1454
,,26,29 Nov 2021,0.1391,0.1642,0.1608,0.1453
,,29,30 Nov 2021,0.1185,0.1608,0.1596,0.1446
,,30,01 Dec 2021,0.1128,0.1550,0.1579,0.1439
,Dec,01,02 Dec 2021,0.1276,0.1531,0.1572,0.1436
,,02,03 Dec 2021,0.1010,0.1516,0.1565,0.1433
,,03,06 Dec 2021,0.1943,0.1612,0.1579,0.1451
,,06,07 Dec 2021,0.3106,0.1690,0.1601,0.1463
,,07,08 Dec 2021,0.3318,0.1775,0.1617,0.1477
,,08,09 Dec 2021,0.2237,0.1820,0.1625,0.1483
,,09,10 Dec 2021,0.1312,0.1826,0.1628,0.1487
,,10,13 Dec 2021,0.1584,0.1813,0.1650,0.1497
